_Cell,Seq,Chan,Fun,Hxf,Save2Mix,Notes,MxAdd,Shex,MxDatS,MxDat,sAdd,sCon,dAdd,dCon,Function,FunX,ShFunction,ShFunX,Table,ShTable,SigmaKey,Sigma,DspI2c,DspSpi,DspPage,DspAdd,DspAddHex,Checked,DefStr,Type,Neutral,RampProfile,RampMode,RampUpMs,RampDownMs,RampCurve,RampScope
Chan008AuxSend007,1,8,7,,,Per-channel send level to each aux,2715,rqs,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1116,0x045C,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan008AuxSend008,1,8,8,,,Per-channel send level to each aux,2716,rqt,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1117,0x045D,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan009AuxSend001,1,9,1,,,Per-channel send level to each aux,2717,rqu,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1254,0x04E6,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan009AuxSend002,1,9,2,,,Per-channel send level to each aux,2718,rqv,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1255,0x04E7,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan009AuxSend003,1,9,3,,,Per-channel send level to each aux,2719,rqw,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1256,0x04E8,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan009AuxSend004,1,9,4,,,Per-channel send level to each aux,2720,rrh,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1257,0x04E9,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan009AuxSend005,1,9,5,,,Per-channel send level to each aux,2721,rri,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1258,0x04EA,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan009AuxSend006,1,9,6,,,Per-channel send level to each aux,2722,rrj,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1259,0x04EB,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan009AuxSend007,1,9,7,,,Per-channel send level to each aux,2723,rrk,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1260,0x04EC,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan009AuxSend008,1,9,8,,,Per-channel send level to each aux,2724,rrl,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1261,0x04ED,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan010AuxSend001,1,10,1,,,Per-channel send level to each aux,2725,rrm,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1398,0x0576,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan010AuxSend002,1,10,2,,,Per-channel send level to each aux,2726,rrn,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1399,0x0577,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan010AuxSend003,1,10,3,,,Per-channel send level to each aux,2727,rro,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1400,0x0578,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan010AuxSend004,1,10,4,,,Per-channel send level to each aux,2728,rrp,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1401,0x0579,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan010AuxSend005,1,10,5,,,Per-channel send level to each aux,2729,rrq,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1402,0x057A,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan010AuxSend006,1,10,6,,,Per-channel send level to each aux,2730,rrr,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1403,0x057B,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan010AuxSend007,1,10,7,,,Per-channel send level to each aux,2731,rrs,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1404,0x057C,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan010AuxSend008,1,10,8,,,Per-channel send level to each aux,2732,rrt,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1405,0x057D,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan011AuxSend001,1,11,1,,,Per-channel send level to each aux,2733,rru,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1542,0x0606,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan011AuxSend002,1,11,2,,,Per-channel send level to each aux,2734,rrv,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1543,0x0607,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan011AuxSend003,1,11,3,,,Per-channel send level to each aux,2735,rrw,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1544,0x0608,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan011AuxSend004,1,11,4,,,Per-channel send level to each aux,2736,rsh,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1545,0x0609,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan011AuxSend005,1,11,5,,,Per-channel send level to each aux,2737,rsi,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1546,0x060A,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan011AuxSend006,1,11,6,,,Per-channel send level to each aux,2738,rsj,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1547,0x060B,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan011AuxSend007,1,11,7,,,Per-channel send level to each aux,2739,rsk,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1548,0x060C,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan011AuxSend008,1,11,8,,,Per-channel send level to each aux,2740,rsl,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1549,0x060D,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan012AuxSend001,1,12,1,,,Per-channel send level to each aux,2741,rsm,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1686,0x0696,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan012AuxSend002,1,12,2,,,Per-channel send level to each aux,2742,rsn,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1687,0x0697,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan012AuxSend003,1,12,3,,,Per-channel send level to each aux,2743,rso,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1688,0x0698,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan012AuxSend004,1,12,4,,,Per-channel send level to each aux,2744,rsp,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1689,0x0699,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan012AuxSend005,1,12,5,,,Per-channel send level to each aux,2745,rsq,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1690,0x069A,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan012AuxSend006,1,12,6,,,Per-channel send level to each aux,2746,rsr,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1691,0x069B,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan012AuxSend007,1,12,7,,,Per-channel send level to each aux,2747,rss,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1692,0x069C,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan012AuxSend008,1,12,8,,,Per-channel send level to each aux,2748,rst,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1693,0x069D,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan013AuxSend001,1,13,1,,,Per-channel send level to each aux,2749,rsu,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1830,0x0726,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan013AuxSend002,1,13,2,,,Per-channel send level to each aux,2750,rsv,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1831,0x0727,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan013AuxSend003,1,13,3,,,Per-channel send level to each aux,2751,rsw,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1832,0x0728,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan013AuxSend004,1,13,4,,,Per-channel send level to each aux,2752,rth,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1833,0x0729,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan013AuxSend005,1,13,5,,,Per-channel send level to each aux,2753,rti,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1834,0x072A,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan013AuxSend006,1,13,6,,,Per-channel send level to each aux,2754,rtj,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1835,0x072B,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan013AuxSend007,1,13,7,,,Per-channel send level to each aux,2755,rtk,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1836,0x072C,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan013AuxSend008,1,13,8,,,Per-channel send level to each aux,2756,rtl,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1837,0x072D,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan014AuxSend001,1,14,1,,,Per-channel send level to each aux,2757,rtm,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1974,0x07B6,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan014AuxSend002,1,14,2,,,Per-channel send level to each aux,2758,rtn,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1975,0x07B7,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan014AuxSend003,1,14,3,,,Per-channel send level to each aux,2759,rto,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1976,0x07B8,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan014AuxSend004,1,14,4,,,Per-channel send level to each aux,2760,rtp,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1977,0x07B9,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan014AuxSend005,1,14,5,,,Per-channel send level to each aux,2761,rtq,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1978,0x07BA,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan014AuxSend006,1,14,6,,,Per-channel send level to each aux,2762,rtr,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1979,0x07BB,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan014AuxSend007,1,14,7,,,Per-channel send level to each aux,2763,rts,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1980,0x07BC,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan014AuxSend008,1,14,8,,,Per-channel send level to each aux,2764,rtt,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,1981,0x07BD,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan015AuxSend001,1,15,1,,,Per-channel send level to each aux,2765,rtu,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2118,0x0846,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan015AuxSend002,1,15,2,,,Per-channel send level to each aux,2766,rtv,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2119,0x0847,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan015AuxSend003,1,15,3,,,Per-channel send level to each aux,2767,rtw,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2120,0x0848,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan015AuxSend004,1,15,4,,,Per-channel send level to each aux,2768,ruh,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2121,0x0849,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan015AuxSend005,1,15,5,,,Per-channel send level to each aux,2769,rui,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2122,0x084A,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan015AuxSend006,1,15,6,,,Per-channel send level to each aux,2770,ruj,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2123,0x084B,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan015AuxSend007,1,15,7,,,Per-channel send level to each aux,2771,ruk,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2124,0x084C,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan015AuxSend008,1,15,8,,,Per-channel send level to each aux,2772,rul,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2125,0x084D,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan016AuxSend001,1,16,1,,,Per-channel send level to each aux,2773,rum,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2262,0x08D6,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan016AuxSend002,1,16,2,,,Per-channel send level to each aux,2774,run,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2263,0x08D7,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan016AuxSend003,1,16,3,,,Per-channel send level to each aux,2775,ruo,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2264,0x08D8,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan016AuxSend004,1,16,4,,,Per-channel send level to each aux,2776,rup,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2265,0x08D9,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan016AuxSend005,1,16,5,,,Per-channel send level to each aux,2777,ruq,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2266,0x08DA,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan016AuxSend006,1,16,6,,,Per-channel send level to each aux,2778,rur,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2267,0x08DB,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan016AuxSend007,1,16,7,,,Per-channel send level to each aux,2779,rus,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2268,0x08DC,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan016AuxSend008,1,16,8,,,Per-channel send level to each aux,2780,rut,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2269,0x08DD,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan017AuxSend001,1,17,1,,,Per-channel send level to each aux,2781,ruu,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2406,0x0966,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan017AuxSend002,1,17,2,,,Per-channel send level to each aux,2782,ruv,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2407,0x0967,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan017AuxSend003,1,17,3,,,Per-channel send level to each aux,2783,ruw,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2408,0x0968,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan017AuxSend004,1,17,4,,,Per-channel send level to each aux,2784,rvh,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2409,0x0969,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan017AuxSend005,1,17,5,,,Per-channel send level to each aux,2785,rvi,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2410,0x096A,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan017AuxSend006,1,17,6,,,Per-channel send level to each aux,2786,rvj,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2411,0x096B,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan017AuxSend007,1,17,7,,,Per-channel send level to each aux,2787,rvk,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2412,0x096C,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan017AuxSend008,1,17,8,,,Per-channel send level to each aux,2788,rvl,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2413,0x096D,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan018AuxSend001,1,18,1,,,Per-channel send level to each aux,2789,rvm,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2550,0x09F6,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan018AuxSend002,1,18,2,,,Per-channel send level to each aux,2790,rvn,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2551,0x09F7,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan018AuxSend003,1,18,3,,,Per-channel send level to each aux,2791,rvo,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2552,0x09F8,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan018AuxSend004,1,18,4,,,Per-channel send level to each aux,2792,rvp,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2553,0x09F9,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan018AuxSend005,1,18,5,,,Per-channel send level to each aux,2793,rvq,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2554,0x09FA,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan018AuxSend006,1,18,6,,,Per-channel send level to each aux,2794,rvr,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2555,0x09FB,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan018AuxSend007,1,18,7,,,Per-channel send level to each aux,2795,rvs,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2556,0x09FC,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan018AuxSend008,1,18,8,,,Per-channel send level to each aux,2796,rvt,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2557,0x09FD,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan019AuxSend001,1,19,1,,,Per-channel send level to each aux,2797,rvu,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2694,0x0A86,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan019AuxSend002,1,19,2,,,Per-channel send level to each aux,2798,rvv,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2695,0x0A87,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan019AuxSend003,1,19,3,,,Per-channel send level to each aux,2799,rvw,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2696,0x0A88,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan019AuxSend004,1,19,4,,,Per-channel send level to each aux,2800,rwh,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2697,0x0A89,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan019AuxSend005,1,19,5,,,Per-channel send level to each aux,2801,rwi,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2698,0x0A8A,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan019AuxSend006,1,19,6,,,Per-channel send level to each aux,2802,rwj,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2699,0x0A8B,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan019AuxSend007,1,19,7,,,Per-channel send level to each aux,2803,rwk,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2700,0x0A8C,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan019AuxSend008,1,19,8,,,Per-channel send level to each aux,2804,rwl,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2701,0x0A8D,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan020AuxSend001,1,20,1,,,Per-channel send level to each aux,2805,rwm,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2838,0x0B16,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan020AuxSend002,1,20,2,,,Per-channel send level to each aux,2806,rwn,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2839,0x0B17,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan020AuxSend003,1,20,3,,,Per-channel send level to each aux,2807,rwo,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2840,0x0B18,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan020AuxSend004,1,20,4,,,Per-channel send level to each aux,2808,rwp,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2841,0x0B19,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan020AuxSend005,1,20,5,,,Per-channel send level to each aux,2809,rwq,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2842,0x0B1A,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan020AuxSend006,1,20,6,,,Per-channel send level to each aux,2810,rwr,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2843,0x0B1B,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan020AuxSend007,1,20,7,,,Per-channel send level to each aux,2811,rws,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2844,0x0B1C,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan020AuxSend008,1,20,8,,,Per-channel send level to each aux,2812,rwt,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2845,0x0B1D,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan021AuxSend001,1,21,1,,,Per-channel send level to each aux,2813,rwu,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2982,0x0BA6,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan021AuxSend002,1,21,2,,,Per-channel send level to each aux,2814,rwv,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2983,0x0BA7,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan021AuxSend003,1,21,3,,,Per-channel send level to each aux,2815,rww,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2984,0x0BA8,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan021AuxSend004,1,21,4,,,Per-channel send level to each aux,2816,shh,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2985,0x0BA9,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan021AuxSend005,1,21,5,,,Per-channel send level to each aux,2817,shi,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2986,0x0BAA,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan021AuxSend006,1,21,6,,,Per-channel send level to each aux,2818,shj,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2987,0x0BAB,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan021AuxSend007,1,21,7,,,Per-channel send level to each aux,2819,shk,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2988,0x0BAC,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan021AuxSend008,1,21,8,,,Per-channel send level to each aux,2820,shl,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,2989,0x0BAD,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan022AuxSend001,1,22,1,,,Per-channel send level to each aux,2821,shm,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,3126,0x0C36,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan022AuxSend002,1,22,2,,,Per-channel send level to each aux,2822,shn,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,3127,0x0C37,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan022AuxSend003,1,22,3,,,Per-channel send level to each aux,2823,sho,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,3128,0x0C38,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan022AuxSend004,1,22,4,,,Per-channel send level to each aux,2824,shp,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,3129,0x0C39,,,,254,GainFast,Slew,3,8,Exp,Scalar
Chan022AuxSend005,1,22,5,,,Per-channel send level to each aux,2825,shq,255,,,,,,,,Chan_Rtg,,dB:Off:-50@31:-30@63:-10@127:0,,,,,1,1,3130,0x0C3A,,,,254,GainFast,Slew,3,8,Exp,Scalar
