_Cell,Seq,Chan,Fun,Hxf,Save2Mix,Notes,MxAdd,Shex,MxDatS,MxDat,sAdd,sCon,dAdd,dCon,Function,FunX,ShFunction,ShFunX,Table,ShTable,SigmaKey,Sigma,DspI2c,DspSpi,DspPage,DspAdd,DspAddHex,Checked,DefStr,Type,Neutral,RampProfile,RampMode,RampUpMs,RampDownMs,RampCurve,RampScope
MainL001CrossoverFreq001,1,1,1,,,Electronic crossover frequency,132,pl,255,,,,,,,,MainCrossover,,0=50/127=500/[Log],,,,,2,1,1436,0x059C,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainL001CrossoverSlope001,1,1,1,,,Crossover slope (HPF 36/48 dB/oct),133,pm,4,,,,,,,,MainCrossover,,0=6/3=24/[Lin],,,,,2,1,1437,0x059D,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
MainL001EqFreq001,1,1,1,,,Main L output 4-band parametric EQ frequency,134,pn,255,127,,,,,,,MainEq,,0=20/254=200/[Log],,,,,2,1,1440,0x05A0,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainL001EqFreq002,1,1,2,,,Main L output 4-band parametric EQ frequency,135,po,255,127,,,,,,,MainEq,,0=100/254=1000/[Log],,,,,2,1,1445,0x05A5,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainL001EqFreq003,1,1,3,,,Main L output 4-band parametric EQ frequency,136,pp,255,127,,,,,,,MainEq,,0=800/254=5000/[Log],,,,,2,1,1450,0x05AA,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainL001EqFreq004,1,1,4,,,Main L output 4-band parametric EQ frequency,137,pq,255,127,,,,,,,MainEq,,0=3000/254=20000/[Log],,,,,2,1,1455,0x05AF,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainL001EqGain001,1,1,1,,,Main L output 4-band parametric EQ gain ±15dB,138,pr,121,60,,,,,,,MainEq,,0=-15/120=15/[Lin],,,,,2,1,1440,0x05A0,,,,60,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainL001EqGain002,1,1,2,,,Main L output 4-band parametric EQ gain ±15dB,139,ps,121,60,,,,,,,MainEq,,0=-15/120=15/[Lin],,,,,2,1,1445,0x05A5,,,,60,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainL001EqGain003,1,1,3,,,Main L output 4-band parametric EQ gain ±15dB,140,pt,121,60,,,,,,,MainEq,,0=-15/120=15/[Lin],,,,,2,1,1450,0x05AA,,,,60,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainL001EqGain004,1,1,4,,,Main L output 4-band parametric EQ gain ±15dB,141,pu,121,60,,,,,,,MainEq,,0=-15/120=15/[Lin],,,,,2,1,1455,0x05AF,,,,60,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainL001EqHpf001,1,1,1,,,Main L output high-pass filter frequency,142,pv,65,32,,,,,,,MainEq,,0=20/64=1000/[Log],,,,,2,1,1440,0x05A0,,,,0,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainL001EqHpf002,1,1,2,,,Main L output high-pass filter frequency,143,pw,65,32,,,,,,,MainEq,,0=20/64=1000/[Log],,,,,2,1,1445,0x05A5,,,,0,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainL001EqHpf003,1,1,3,,,Main L output high-pass filter frequency,144,qh,65,32,,,,,,,MainEq,,0=20/64=1000/[Log],,,,,2,1,1450,0x05AA,,,,0,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainL001EqHpf004,1,1,4,,,Main L output high-pass filter frequency,145,qi,65,32,,,,,,,MainEq,,0=20/64=1000/[Log],,,,,2,1,1455,0x05AF,,,,0,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainL001EqOn001,1,1,1,,,Main L output EQ on/off,146,qj,2,,,,,,,,MainEq,,,,,,,2,1,1461,0x05B5,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
MainL001EqQ001,1,1,1,,,Main L output 4-band parametric EQ Q/bandwidth,147,qk,121,60,,,,,,,MainEq,,0=0.1/120=10/[Log],,,,,2,1,1440,0x05A0,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainL001EqQ002,1,1,2,,,Main L output 4-band parametric EQ Q/bandwidth,148,ql,121,60,,,,,,,MainEq,,0=0.1/120=10/[Log],,,,,2,1,1445,0x05A5,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainL001EqQ003,1,1,3,,,Main L output 4-band parametric EQ Q/bandwidth,149,qm,121,60,,,,,,,MainEq,,0=0.1/120=10/[Log],,,,,2,1,1450,0x05AA,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainL001EqQ004,1,1,4,,,Main L output 4-band parametric EQ Q/bandwidth,150,qn,121,60,,,,,,,MainEq,,0=0.1/120=10/[Log],,,,,2,1,1455,0x05AF,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainL001EqShelf001,1,1,1,,,Main L output EQ bands 1/4 shelf mode on/off,151,qo,2,,,,,,,,MainEq,,,,,,,2,1,1440,0x05A0,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
MainL001EqShelf002,1,1,2,,,Main L output EQ bands 1/4 shelf mode on/off,152,qp,2,,,,,,,,MainEq,,,,,,,2,1,1455,0x05AF,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
MainL001LimiterAtt001,1,1,1,,,Main L output limiter attack,153,qq,33,,,,,,,,MainLimiter,,0=0.1/127=100/[Log],,,,,2,1,1482,0x05CA,,,,-,DynSafe,LinearFrames,6,20,Exp,Scalar
MainL001LimiterOn001,1,1,1,,,Main L output limiter on/off,154,qr,2,,,,,,,,MainLimiter,,,,,,,2,1,1480,0x05C8,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
MainL001LimiterRel001,1,1,1,,,Main L output limiter release,155,qs,33,,,,,,,,MainLimiter,,0=5/127=2000/[Log],,,,,2,1,1483,0x05CB,,,,-,DynSafe,LinearFrames,6,20,Exp,Scalar
MainL001LimiterRng001,1,1,1,,,Main L output limiter range/depth,156,qt,33,,,,,,,,MainLimiter,,0=0/127=60/[Lin],,,,,,,,,,,,0,,,,,,
MainL001LimiterThr001,1,1,1,,,Main L output limiter threshold,157,qu,33,,,,,,,,MainLimiter,,0=-30/127=0/[Lin],,,,,2,1,1481,0x05C9,,,,32,DynSafe,LinearFrames,6,20,Exp,Scalar
MainL001PeqGain001,1,1,1,,,Main L output 28-band graphic EQ gain,158,qv,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainL001PeqGain002,1,1,2,,,Main L output 28-band graphic EQ gain,159,qw,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainL001PeqGain003,1,1,3,,,Main L output 28-band graphic EQ gain,160,rh,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainL001PeqGain004,1,1,4,,,Main L output 28-band graphic EQ gain,161,ri,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainL001PeqGain005,1,1,5,,,Main L output 28-band graphic EQ gain,162,rj,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainL001PeqGain006,1,1,6,,,Main L output 28-band graphic EQ gain,163,rk,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainL001PeqGain007,1,1,7,,,Main L output 28-band graphic EQ gain,164,rl,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainL001PeqGain008,1,1,8,,,Main L output 28-band graphic EQ gain,165,rm,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainL001PeqGain009,1,1,9,,,Main L output 28-band graphic EQ gain,166,rn,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainL001PeqGain010,1,1,10,,,Main L output 28-band graphic EQ gain,167,ro,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainL001PeqGain011,1,1,11,,,Main L output 28-band graphic EQ gain,168,rp,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainL001PeqGain012,1,1,12,,,Main L output 28-band graphic EQ gain,169,rq,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainL001Dca001,1,1,1,,,Main L output DCA assignment (1-8 or off),170,rr,9,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
MainL001DcaOn001,1,1,1,,,DCA follow on/off (assignment kept while off),171,rs,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
MainL001Level001,1,1,1,,,Main L output master level,172,rt,255,,,,,,,,,,dB:Off:-50@31:-30@63:-10@127:10,,,,,2,1,2167,0x0877,,,,190,GainFast,Slew,3,8,Exp,Scalar
MainL001Mute001,1,1,1,,,Main L output mute on/off,173,ru,2,,,,,,,,,,,,,,,2,1,2168,0x0878,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
MainL001Delay001,1,1,1,,,Main L output delay up to 250ms,174,rv,255,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
MainL001Mtr001,1,1,1,,false,Main L output level meter,175,rw,80,,,,,,,,,,,,,,,2,1,1829,0x0725,,,,-,,Instant,0,0,Linear,Scalar
MainL001Name001,1,1,1,,,Main L output name,176,sh,255,,,,,,,,,,,,,,,,,,,,,,-,,,,,,
MainR001CompAtt001,1,1,1,,,Main R output compressor attack,177,si,255,,,,,,,,MainComp,,0=0/254=250/[Log],,,,,2,1,1512,0x05E8,,,,-,DynSafe,LinearFrames,6,20,Exp,Scalar
MainR001CompKnee001,1,1,1,,,Main R output compressor soft/hard knee,178,sj,2,,,,,,,,MainComp,,,,,,,2,1,1515,0x05EB,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
MainR001CompMake001,1,1,1,,,Main R output compressor makeup gain,179,sk,33,,,,,,,,MainComp,,0=0/127=20/[Lin],,,,,2,1,1514,0x05EA,,,,0,GainFast,Slew,3,8,Exp,Scalar
MainR001CompOn001,1,1,1,,,Main R output compressor on/off,180,sl,2,,,,,,,,MainComp,,,,,,,2,1,1509,0x05E5,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
MainR001CompPar001,1,1,1,,,Main R output parallel compression blend,181,sm,33,,,,,,,,MainComp,,0=0/127=100/[Lin],,,,,2,1,1516,0x05EC,,,,0,GainFast,Slew,3,8,Exp,Scalar
MainR001CompRat001,1,1,1,,,Main R output compressor ratio,182,sn,128,,,,,,,,MainComp,,0=1/127=30/[Log],,,,,2,1,1511,0x05E7,,,,0,DynSafe,LinearFrames,6,20,Exp,Scalar
MainR001CompRel001,1,1,1,,,Main R output compressor release,183,so,255,,,,,,,,MainComp,,0=5/254=5000/[Log],,,,,2,1,1513,0x05E9,,,,-,DynSafe,LinearFrames,6,20,Exp,Scalar
MainR001CompDetSrc001,1,1,1,,,Main R output compressor self-key tap source (PreEQ/PostEQ),184,sp,2,,,,,,,,MainComp,,,,,,,2,1,1519,0x05EF,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
MainR001CompEqPos001,1,1,1,,,Main R output compressor EQ position (Pre/Post),185,sq,2,,,,,,,,MainComp,,,,,,,2,1,1521,0x05F1,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
MainR001CompFilterHpf001,1,1,1,,,Main R output compressor sidechain HPF frequency,186,sr,65,32,,,,,,,MainComp,,0=20/64=1000/[Log],,,,,2,1,1523,0x05F3,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
MainR001CompFilterLpf001,1,1,1,,,Main R output compressor sidechain LPF frequency,187,ss,255,127,,,,,,,MainComp,,0=500/127=20000/[Log],,,,,2,1,1523,0x05F3,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
MainR001CompFilterOn001,1,1,1,,,Main R output compressor sidechain filter on/off,188,st,2,,,,,,,,MainComp,,,,,,,2,1,1522,0x05F2,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
MainR001CompFilterQ001,1,1,1,,,Main R output compressor sidechain filter Q,189,su,15,7,,,,,,,MainComp,,0=0.1/14=10/[Log],,,,,2,1,1523,0x05F3,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
MainR001CompKey001,1,1,1,,,Main R output compressor sidechain key source,190,sv,33,,,,,,,,MainComp,,,,,,,2,1,1518,0x05EE,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
MainR001CompLimMode001,1,1,1,,,Main R output compressor/limiter mode toggle,191,sw,2,,,,,,,,MainComp,,,,,,,2,1,1520,0x05F0,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
MainR001CompThr001,1,1,1,,,Main R output compressor threshold,192,th,141,,,,,,,,MainComp,,0=-60/140=10/[Lin],,,,,2,1,1510,0x05E6,,,,140,DynSafe,LinearFrames,6,20,Exp,Scalar
MainR001CompType001,1,1,1,,,Main R output compressor type (Tube/FET/VCA/Optical),193,ti,4,,,,,,,,MainComp,,,,,,,2,1,1517,0x05ED,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
MainR001CrossoverFreq001,1,1,1,,,Electronic crossover frequency,194,tj,255,,,,,,,,MainCrossover,,0=50/127=500/[Log],,,,,2,1,1436,0x059C,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainR001CrossoverSlope001,1,1,1,,,Crossover slope (HPF 36/48 dB/oct),195,tk,4,,,,,,,,MainCrossover,,0=6/3=24/[Lin],,,,,2,1,1437,0x059D,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
MainR001EqFreq001,1,1,1,,,Main R output 4-band parametric EQ frequency,196,tl,255,127,,,,,,,MainEq,,0=20/254=200/[Log],,,,,2,1,1485,0x05CD,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainR001EqFreq002,1,1,2,,,Main R output 4-band parametric EQ frequency,197,tm,255,127,,,,,,,MainEq,,0=100/254=1000/[Log],,,,,2,1,1490,0x05D2,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainR001EqFreq003,1,1,3,,,Main R output 4-band parametric EQ frequency,198,tn,255,127,,,,,,,MainEq,,0=800/254=5000/[Log],,,,,2,1,1495,0x05D7,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainR001EqFreq004,1,1,4,,,Main R output 4-band parametric EQ frequency,199,to,255,127,,,,,,,MainEq,,0=3000/254=20000/[Log],,,,,2,1,1500,0x05DC,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainR001EqGain001,1,1,1,,,Main R output 4-band parametric EQ gain ±15dB,200,tp,121,60,,,,,,,MainEq,,0=-15/120=15/[Lin],,,,,2,1,1485,0x05CD,,,,60,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainR001EqGain002,1,1,2,,,Main R output 4-band parametric EQ gain ±15dB,201,tq,121,60,,,,,,,MainEq,,0=-15/120=15/[Lin],,,,,2,1,1490,0x05D2,,,,60,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainR001EqGain003,1,1,3,,,Main R output 4-band parametric EQ gain ±15dB,202,tr,121,60,,,,,,,MainEq,,0=-15/120=15/[Lin],,,,,2,1,1495,0x05D7,,,,60,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainR001EqGain004,1,1,4,,,Main R output 4-band parametric EQ gain ±15dB,203,ts,121,60,,,,,,,MainEq,,0=-15/120=15/[Lin],,,,,2,1,1500,0x05DC,,,,60,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainR001EqHpf001,1,1,1,,,Main R output high-pass filter frequency,204,tt,65,32,,,,,,,MainEq,,0=20/64=1000/[Log],,,,,2,1,1485,0x05CD,,,,0,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainR001EqHpf002,1,1,2,,,Main R output high-pass filter frequency,205,tu,65,32,,,,,,,MainEq,,0=20/64=1000/[Log],,,,,2,1,1490,0x05D2,,,,0,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainR001EqHpf003,1,1,3,,,Main R output high-pass filter frequency,206,tv,65,32,,,,,,,MainEq,,0=20/64=1000/[Log],,,,,2,1,1495,0x05D7,,,,0,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainR001EqHpf004,1,1,4,,,Main R output high-pass filter frequency,207,tw,65,32,,,,,,,MainEq,,0=20/64=1000/[Log],,,,,2,1,1500,0x05DC,,,,0,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainR001EqOn001,1,1,1,,,Main R output EQ on/off,208,uh,2,,,,,,,,MainEq,,,,,,,2,1,1506,0x05E2,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
MainR001EqQ001,1,1,1,,,Main R output 4-band parametric EQ Q/bandwidth,209,ui,121,60,,,,,,,MainEq,,0=0.1/120=10/[Log],,,,,2,1,1485,0x05CD,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainR001EqQ002,1,1,2,,,Main R output 4-band parametric EQ Q/bandwidth,210,uj,121,60,,,,,,,MainEq,,0=0.1/120=10/[Log],,,,,2,1,1490,0x05D2,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainR001EqQ003,1,1,3,,,Main R output 4-band parametric EQ Q/bandwidth,211,uk,121,60,,,,,,,MainEq,,0=0.1/120=10/[Log],,,,,2,1,1495,0x05D7,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainR001EqQ004,1,1,4,,,Main R output 4-band parametric EQ Q/bandwidth,212,ul,121,60,,,,,,,MainEq,,0=0.1/120=10/[Log],,,,,2,1,1500,0x05DC,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
MainR001EqShelf001,1,1,1,,,Main R output EQ bands 1/4 shelf mode on/off,213,um,2,,,,,,,,MainEq,,,,,,,2,1,1485,0x05CD,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
MainR001EqShelf002,1,1,2,,,Main R output EQ bands 1/4 shelf mode on/off,214,un,2,,,,,,,,MainEq,,,,,,,2,1,1500,0x05DC,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
MainR001LimiterAtt001,1,1,1,,,Main R output limiter attack,215,uo,33,,,,,,,,MainLimiter,,0=0.1/127=100/[Log],,,,,2,1,1527,0x05F7,,,,-,DynSafe,LinearFrames,6,20,Exp,Scalar
MainR001LimiterOn001,1,1,1,,,Main R output limiter on/off,216,up,2,,,,,,,,MainLimiter,,,,,,,2,1,1525,0x05F5,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
MainR001LimiterRel001,1,1,1,,,Main R output limiter release,217,uq,33,,,,,,,,MainLimiter,,0=5/127=2000/[Log],,,,,2,1,1528,0x05F8,,,,-,DynSafe,LinearFrames,6,20,Exp,Scalar
MainR001LimiterRng001,1,1,1,,,Main R output limiter range/depth,218,ur,33,,,,,,,,MainLimiter,,0=0/127=60/[Lin],,,,,,,,,,,,0,,,,,,
MainR001LimiterThr001,1,1,1,,,Main R output limiter threshold,219,us,33,,,,,,,,MainLimiter,,0=-30/127=0/[Lin],,,,,2,1,1526,0x05F6,,,,32,DynSafe,LinearFrames,6,20,Exp,Scalar
MainR001PeqGain001,1,1,1,,,Main R output 28-band graphic EQ gain,220,ut,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainR001PeqGain002,1,1,2,,,Main R output 28-band graphic EQ gain,221,uu,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainR001PeqGain003,1,1,3,,,Main R output 28-band graphic EQ gain,222,uv,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainR001PeqGain004,1,1,4,,,Main R output 28-band graphic EQ gain,223,uw,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainR001PeqGain005,1,1,5,,,Main R output 28-band graphic EQ gain,224,vh,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainR001PeqGain006,1,1,6,,,Main R output 28-band graphic EQ gain,225,vi,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainR001PeqGain007,1,1,7,,,Main R output 28-band graphic EQ gain,226,vj,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainR001PeqGain008,1,1,8,,,Main R output 28-band graphic EQ gain,227,vk,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainR001PeqGain009,1,1,9,,,Main R output 28-band graphic EQ gain,228,vl,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainR001PeqGain010,1,1,10,,,Main R output 28-band graphic EQ gain,229,vm,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainR001PeqGain011,1,1,11,,,Main R output 28-band graphic EQ gain,230,vn,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainR001PeqGain012,1,1,12,,,Main R output 28-band graphic EQ gain,231,vo,65,32,,,,,,,,,0=-12/127=12/[Lin],,,,,,,,,,,,32,,,,,,
MainR001Dca001,1,1,1,,,Main R output DCA assignment (1-8 or off),232,vp,9,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
MainR001DcaOn001,1,1,1,,,DCA follow on/off (assignment kept while off),233,vq,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
MainR001Level001,1,1,1,,,Main R output master level,234,vr,255,,,,,,,,,,dB:Off:-50@31:-30@63:-10@127:10,,,,,2,1,2169,0x0879,,,,190,GainFast,Slew,3,8,Exp,Scalar
MainR001Mute001,1,1,1,,,Main R output mute on/off,235,vs,2,,,,,,,,,,,,,,,2,1,2170,0x087A,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
MainR001Delay001,1,1,1,,,Main R output delay up to 250ms,236,vt,255,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
MainR001Mtr001,1,1,1,,false,Main R output level meter,237,vu,80,,,,,,,,,,,,,,,2,1,1831,0x0727,,,,-,,Instant,0,0,Linear,Scalar
MainR001Name001,1,1,1,,,Main R output name,238,vv,255,,,,,,,,,,,,,,,,,,,,,,-,,,,,,
MainSub001Mtr001,1,1,1,,false,Subwoofer output level meter,239,vw,80,,,,,,,,Chan_Mtr,,,,,,,2,1,1835,0x072B,,,,-,,Instant,0,0,Linear,Scalar
Aux001Delay001,1,1,1,,,Aux output delay up to 250ms,240,wh,255,,,,,,,,,,0=0/127=250/[Log],,,,,2,1,87,0x0057,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Aux002Delay001,1,2,1,,,Aux output delay up to 250ms,241,wi,255,,,,,,,,,,0=0/127=250/[Log],,,,,2,1,177,0x00B1,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Aux003Delay001,1,3,1,,,Aux output delay up to 250ms,242,wj,255,,,,,,,,,,0=0/127=250/[Log],,,,,2,1,267,0x010B,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Aux004Delay001,1,4,1,,,Aux output delay up to 250ms,243,wk,255,,,,,,,,,,0=0/127=250/[Log],,,,,2,1,357,0x0165,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Aux005Delay001,1,5,1,,,Aux output delay up to 250ms,244,wl,255,,,,,,,,,,0=0/127=250/[Log],,,,,2,1,447,0x01BF,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Aux006Delay001,1,6,1,,,Aux output delay up to 250ms,245,wm,255,,,,,,,,,,0=0/127=250/[Log],,,,,2,1,537,0x0219,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Aux007Delay001,1,7,1,,,Aux output delay up to 250ms,246,wn,255,,,,,,,,,,0=0/127=250/[Log],,,,,2,1,627,0x0273,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Aux008Delay001,1,8,1,,,Aux output delay up to 250ms,247,wo,255,,,,,,,,,,0=0/127=250/[Log],,,,,2,1,717,0x02CD,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Aux001EqFreq001,1,1,1,,,Aux 4-band parametric EQ frequency,248,wp,255,127,,,,,,,AuxEq,,0=20/254=200/[Log][0dp],,,,,2,1,4,0x0004,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux002EqFreq001,1,2,1,,,Aux 4-band parametric EQ frequency,249,wq,255,127,,,,,,,AuxEq,,0=20/254=200/[Log][0dp],,,,,2,1,94,0x005E,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux003EqFreq001,1,3,1,,,Aux 4-band parametric EQ frequency,250,wr,255,127,,,,,,,AuxEq,,0=20/254=200/[Log][0dp],,,,,2,1,184,0x00B8,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux004EqFreq001,1,4,1,,,Aux 4-band parametric EQ frequency,251,ws,255,127,,,,,,,AuxEq,,0=20/254=200/[Log][0dp],,,,,2,1,274,0x0112,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005EqFreq001,1,5,1,,,Aux 4-band parametric EQ frequency,252,wt,255,127,,,,,,,AuxEq,,0=20/254=200/[Log][0dp],,,,,2,1,364,0x016C,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006EqFreq001,1,6,1,,,Aux 4-band parametric EQ frequency,253,wu,255,127,,,,,,,AuxEq,,0=20/254=200/[Log][0dp],,,,,2,1,454,0x01C6,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007EqFreq001,1,7,1,,,Aux 4-band parametric EQ frequency,254,wv,255,127,,,,,,,AuxEq,,0=20/254=200/[Log][0dp],,,,,2,1,544,0x0220,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008EqFreq001,1,8,1,,,Aux 4-band parametric EQ frequency,255,ww,255,127,,,,,,,AuxEq,,0=20/254=200/[Log][0dp],,,,,2,1,634,0x027A,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux001EqFreq002,1,1,2,,,Aux 4-band parametric EQ frequency,256,ihh,255,127,,,,,,,AuxEq,,0=100/254=1000/[Log][0dp],,,,,2,1,9,0x0009,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux002EqFreq002,1,2,2,,,Aux 4-band parametric EQ frequency,257,ihi,255,127,,,,,,,AuxEq,,0=100/254=1000/[Log][0dp],,,,,2,1,99,0x0063,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux003EqFreq002,1,3,2,,,Aux 4-band parametric EQ frequency,258,ihj,255,127,,,,,,,AuxEq,,0=100/254=1000/[Log][0dp],,,,,2,1,189,0x00BD,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux004EqFreq002,1,4,2,,,Aux 4-band parametric EQ frequency,259,ihk,255,127,,,,,,,AuxEq,,0=100/254=1000/[Log][0dp],,,,,2,1,279,0x0117,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005EqFreq002,1,5,2,,,Aux 4-band parametric EQ frequency,260,ihl,255,127,,,,,,,AuxEq,,0=100/254=1000/[Log][0dp],,,,,2,1,369,0x0171,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
