id,chip,type,label,ch_count,inputs,outputs,spi_page,spi_addr,params,ramp_profile
C1_IN_01,1,INPUT_TDM,Ch 1 Input,1,,C1_GAIN_01,-1,-1,sport_id=0;slot_start=0;slot_count=1;sport_slots=8;signal=IN_01,
C1_GAIN_01,1,GAIN,Ch 1 Gain,1,C1_IN_01,C1_FILT_01,1,0,gain_db=0.0;mute=0;polarity=0,GainFast
C1_FILT_01,1,HPF_LPF,Ch 1 HPF+LPF,1,C1_GAIN_01,C1_EQ_01,1,4,hpf_freq=80.0;hpf_slope=18;lpf_freq=20000.0,EqSafe
C1_EQ_01,1,EQ_BIQUAD,Ch 1 EQ,1,C1_FILT_01,C1_GATE_01,1,16,bands=4;coeffs=default,EqSafe
C1_GATE_01,1,GATE,Ch 1 Gate,1,C1_EQ_01,C1_COMP_01,1,40,threshold_db=-40.0;attack_ms=1.0;hold_ms=50.0;release_ms=100.0;range_db=60.0;key=0;det_src=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_COMP_01,1,COMPRESSOR,Ch 1 Comp,1,C1_GATE_01,C1_TUBE_01,1,56,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;parallel=100;type=VCA;key=0;det_src=0;lim_mode=0;eq_pos=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_TUBE_01,1,TUBE_SAT,Ch 1 Tube,1,C1_COMP_01,C1_DLY_01,1,76,on=0;saturation=0.0,GainFast
C1_DLY_01,1,DELAY,Ch 1 Delay,1,C1_TUBE_01,C1_FDR_01,1,78,delay_ms=0.0;local_ms=20.0;max_ms=250.0;pool_slot=0,InstantCtl
C1_FDR_01,1,FADER_PAN,Ch 1 Fader,1,C1_DLY_01,C1_RTG_01,1,80,"level_db=-inf;pan=0.0;mute=0;host_cells=Dca,DcaOn;lcr_page=1;lcr_addr=4934;syslaw_page=1;syslaw_addr=4966",GainFast
C1_RTG_01,1,ROUTING,Ch 1 Route,1,C1_FDR_01,C1_BUS_MAIN_L;C1_BUS_MAIN_R;C1_BUS_SUB;C1_BUS_GRP_01;C1_BUS_GRP_02;C1_BUS_GRP_03;C1_BUS_GRP_04;C1_BUS_AUX_01;C1_BUS_AUX_02;C1_BUS_AUX_03;C1_BUS_AUX_04;C1_BUS_AUX_05;C1_BUS_AUX_06;C1_BUS_AUX_07;C1_BUS_AUX_08;C1_BUS_AUX_09;C1_BUS_AUX_10;C1_BUS_AUX_11;C1_BUS_AUX_12;C1_BUS_FX_01;C1_BUS_FX_02;C1_BUS_FX_03;C1_BUS_FX_04;C1_BUS_FX_05;C1_BUS_FX_06;C1_BUS_MTX_01;C1_BUS_MTX_02;C1_BUS_MTX_03;C1_BUS_MTX_04,1,84,main_on=1;sub_on=0;grp_on=0000;aux_on=000000000000;fx_on=000000;mtx_sends=2;mtx_on=00;mtx_page=1;mtx_addr=4806,GainFast
C1_IN_02,1,INPUT_TDM,Ch 2 Input,1,,C1_GAIN_02,-1,-1,sport_id=0;slot_start=1;slot_count=1;sport_slots=8;signal=IN_02,
C1_GAIN_02,1,GAIN,Ch 2 Gain,1,C1_IN_02,C1_FILT_02,1,144,gain_db=0.0;mute=0;polarity=0,GainFast
C1_FILT_02,1,HPF_LPF,Ch 2 HPF+LPF,1,C1_GAIN_02,C1_EQ_02,1,148,hpf_freq=80.0;hpf_slope=18;lpf_freq=20000.0,EqSafe
C1_EQ_02,1,EQ_BIQUAD,Ch 2 EQ,1,C1_FILT_02,C1_GATE_02,1,160,bands=4;coeffs=default,EqSafe
C1_GATE_02,1,GATE,Ch 2 Gate,1,C1_EQ_02,C1_COMP_02,1,184,threshold_db=-40.0;attack_ms=1.0;hold_ms=50.0;release_ms=100.0;range_db=60.0;key=0;det_src=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_COMP_02,1,COMPRESSOR,Ch 2 Comp,1,C1_GATE_02,C1_TUBE_02,1,200,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;parallel=100;type=VCA;key=0;det_src=0;lim_mode=0;eq_pos=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_TUBE_02,1,TUBE_SAT,Ch 2 Tube,1,C1_COMP_02,C1_DLY_02,1,220,on=0;saturation=0.0,GainFast
C1_DLY_02,1,DELAY,Ch 2 Delay,1,C1_TUBE_02,C1_FDR_02,1,222,delay_ms=0.0;local_ms=20.0;max_ms=250.0;pool_slot=1,InstantCtl
C1_FDR_02,1,FADER_PAN,Ch 2 Fader,1,C1_DLY_02,C1_RTG_02,1,224,"level_db=-inf;pan=0.0;mute=0;host_cells=Dca,DcaOn;lcr_page=1;lcr_addr=4935",GainFast
C1_RTG_02,1,ROUTING,Ch 2 Route,1,C1_FDR_02,C1_BUS_MAIN_L;C1_BUS_MAIN_R;C1_BUS_SUB;C1_BUS_GRP_01;C1_BUS_GRP_02;C1_BUS_GRP_03;C1_BUS_GRP_04;C1_BUS_AUX_01;C1_BUS_AUX_02;C1_BUS_AUX_03;C1_BUS_AUX_04;C1_BUS_AUX_05;C1_BUS_AUX_06;C1_BUS_AUX_07;C1_BUS_AUX_08;C1_BUS_AUX_09;C1_BUS_AUX_10;C1_BUS_AUX_11;C1_BUS_AUX_12;C1_BUS_FX_01;C1_BUS_FX_02;C1_BUS_FX_03;C1_BUS_FX_04;C1_BUS_FX_05;C1_BUS_FX_06;C1_BUS_MTX_01;C1_BUS_MTX_02;C1_BUS_MTX_03;C1_BUS_MTX_04,1,228,main_on=1;sub_on=0;grp_on=0000;aux_on=000000000000;fx_on=000000;mtx_sends=2;mtx_on=00;mtx_page=1;mtx_addr=4810,GainFast
C1_IN_03,1,INPUT_TDM,Ch 3 Input,1,,C1_GAIN_03,-1,-1,sport_id=0;slot_start=2;slot_count=1;sport_slots=8;signal=IN_03,
C1_GAIN_03,1,GAIN,Ch 3 Gain,1,C1_IN_03,C1_FILT_03,1,288,gain_db=0.0;mute=0;polarity=0,GainFast
C1_FILT_03,1,HPF_LPF,Ch 3 HPF+LPF,1,C1_GAIN_03,C1_EQ_03,1,292,hpf_freq=80.0;hpf_slope=18;lpf_freq=20000.0,EqSafe
C1_EQ_03,1,EQ_BIQUAD,Ch 3 EQ,1,C1_FILT_03,C1_GATE_03,1,304,bands=4;coeffs=default,EqSafe
C1_GATE_03,1,GATE,Ch 3 Gate,1,C1_EQ_03,C1_COMP_03,1,328,threshold_db=-40.0;attack_ms=1.0;hold_ms=50.0;release_ms=100.0;range_db=60.0;key=0;det_src=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_COMP_03,1,COMPRESSOR,Ch 3 Comp,1,C1_GATE_03,C1_TUBE_03,1,344,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;parallel=100;type=VCA;key=0;det_src=0;lim_mode=0;eq_pos=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_TUBE_03,1,TUBE_SAT,Ch 3 Tube,1,C1_COMP_03,C1_DLY_03,1,364,on=0;saturation=0.0,GainFast
C1_DLY_03,1,DELAY,Ch 3 Delay,1,C1_TUBE_03,C1_FDR_03,1,366,delay_ms=0.0;local_ms=20.0;max_ms=250.0;pool_slot=2,InstantCtl
C1_FDR_03,1,FADER_PAN,Ch 3 Fader,1,C1_DLY_03,C1_RTG_03,1,368,"level_db=-inf;pan=0.0;mute=0;host_cells=Dca,DcaOn;lcr_page=1;lcr_addr=4936",GainFast
C1_RTG_03,1,ROUTING,Ch 3 Route,1,C1_FDR_03,C1_BUS_MAIN_L;C1_BUS_MAIN_R;C1_BUS_SUB;C1_BUS_GRP_01;C1_BUS_GRP_02;C1_BUS_GRP_03;C1_BUS_GRP_04;C1_BUS_AUX_01;C1_BUS_AUX_02;C1_BUS_AUX_03;C1_BUS_AUX_04;C1_BUS_AUX_05;C1_BUS_AUX_06;C1_BUS_AUX_07;C1_BUS_AUX_08;C1_BUS_AUX_09;C1_BUS_AUX_10;C1_BUS_AUX_11;C1_BUS_AUX_12;C1_BUS_FX_01;C1_BUS_FX_02;C1_BUS_FX_03;C1_BUS_FX_04;C1_BUS_FX_05;C1_BUS_FX_06;C1_BUS_MTX_01;C1_BUS_MTX_02;C1_BUS_MTX_03;C1_BUS_MTX_04,1,372,main_on=1;sub_on=0;grp_on=0000;aux_on=000000000000;fx_on=000000;mtx_sends=2;mtx_on=00;mtx_page=1;mtx_addr=4814,GainFast
C1_IN_04,1,INPUT_TDM,Ch 4 Input,1,,C1_GAIN_04,-1,-1,sport_id=0;slot_start=3;slot_count=1;sport_slots=8;signal=IN_04,
C1_GAIN_04,1,GAIN,Ch 4 Gain,1,C1_IN_04,C1_FILT_04,1,432,gain_db=0.0;mute=0;polarity=0,GainFast
C1_FILT_04,1,HPF_LPF,Ch 4 HPF+LPF,1,C1_GAIN_04,C1_EQ_04,1,436,hpf_freq=80.0;hpf_slope=18;lpf_freq=20000.0,EqSafe
C1_EQ_04,1,EQ_BIQUAD,Ch 4 EQ,1,C1_FILT_04,C1_GATE_04,1,448,bands=4;coeffs=default,EqSafe
C1_GATE_04,1,GATE,Ch 4 Gate,1,C1_EQ_04,C1_COMP_04,1,472,threshold_db=-40.0;attack_ms=1.0;hold_ms=50.0;release_ms=100.0;range_db=60.0;key=0;det_src=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_COMP_04,1,COMPRESSOR,Ch 4 Comp,1,C1_GATE_04,C1_TUBE_04,1,488,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;parallel=100;type=VCA;key=0;det_src=0;lim_mode=0;eq_pos=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_TUBE_04,1,TUBE_SAT,Ch 4 Tube,1,C1_COMP_04,C1_DLY_04,1,508,on=0;saturation=0.0,GainFast
C1_DLY_04,1,DELAY,Ch 4 Delay,1,C1_TUBE_04,C1_FDR_04,1,510,delay_ms=0.0;local_ms=20.0;max_ms=250.0;pool_slot=3,InstantCtl
C1_FDR_04,1,FADER_PAN,Ch 4 Fader,1,C1_DLY_04,C1_RTG_04,1,512,"level_db=-inf;pan=0.0;mute=0;host_cells=Dca,DcaOn;lcr_page=1;lcr_addr=4937",GainFast
C1_RTG_04,1,ROUTING,Ch 4 Route,1,C1_FDR_04,C1_BUS_MAIN_L;C1_BUS_MAIN_R;C1_BUS_SUB;C1_BUS_GRP_01;C1_BUS_GRP_02;C1_BUS_GRP_03;C1_BUS_GRP_04;C1_BUS_AUX_01;C1_BUS_AUX_02;C1_BUS_AUX_03;C1_BUS_AUX_04;C1_BUS_AUX_05;C1_BUS_AUX_06;C1_BUS_AUX_07;C1_BUS_AUX_08;C1_BUS_AUX_09;C1_BUS_AUX_10;C1_BUS_AUX_11;C1_BUS_AUX_12;C1_BUS_FX_01;C1_BUS_FX_02;C1_BUS_FX_03;C1_BUS_FX_04;C1_BUS_FX_05;C1_BUS_FX_06;C1_BUS_MTX_01;C1_BUS_MTX_02;C1_BUS_MTX_03;C1_BUS_MTX_04,1,516,main_on=1;sub_on=0;grp_on=0000;aux_on=000000000000;fx_on=000000;mtx_sends=2;mtx_on=00;mtx_page=1;mtx_addr=4818,GainFast
C1_IN_05,1,INPUT_TDM,Ch 5 Input,1,,C1_GAIN_05,-1,-1,sport_id=0;slot_start=4;slot_count=1;sport_slots=8;signal=IN_05,
C1_GAIN_05,1,GAIN,Ch 5 Gain,1,C1_IN_05,C1_FILT_05,1,576,gain_db=0.0;mute=0;polarity=0,GainFast
C1_FILT_05,1,HPF_LPF,Ch 5 HPF+LPF,1,C1_GAIN_05,C1_EQ_05,1,580,hpf_freq=80.0;hpf_slope=18;lpf_freq=20000.0,EqSafe
C1_EQ_05,1,EQ_BIQUAD,Ch 5 EQ,1,C1_FILT_05,C1_GATE_05,1,592,bands=4;coeffs=default,EqSafe
C1_GATE_05,1,GATE,Ch 5 Gate,1,C1_EQ_05,C1_COMP_05,1,616,threshold_db=-40.0;attack_ms=1.0;hold_ms=50.0;release_ms=100.0;range_db=60.0;key=0;det_src=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_COMP_05,1,COMPRESSOR,Ch 5 Comp,1,C1_GATE_05,C1_TUBE_05,1,632,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;parallel=100;type=VCA;key=0;det_src=0;lim_mode=0;eq_pos=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_TUBE_05,1,TUBE_SAT,Ch 5 Tube,1,C1_COMP_05,C1_DLY_05,1,652,on=0;saturation=0.0,GainFast
C1_DLY_05,1,DELAY,Ch 5 Delay,1,C1_TUBE_05,C1_FDR_05,1,654,delay_ms=0.0;local_ms=20.0;max_ms=250.0;pool_slot=4,InstantCtl
C1_FDR_05,1,FADER_PAN,Ch 5 Fader,1,C1_DLY_05,C1_RTG_05,1,656,"level_db=-inf;pan=0.0;mute=0;host_cells=Dca,DcaOn;lcr_page=1;lcr_addr=4938",GainFast
C1_RTG_05,1,ROUTING,Ch 5 Route,1,C1_FDR_05,C1_BUS_MAIN_L;C1_BUS_MAIN_R;C1_BUS_SUB;C1_BUS_GRP_01;C1_BUS_GRP_02;C1_BUS_GRP_03;C1_BUS_GRP_04;C1_BUS_AUX_01;C1_BUS_AUX_02;C1_BUS_AUX_03;C1_BUS_AUX_04;C1_BUS_AUX_05;C1_BUS_AUX_06;C1_BUS_AUX_07;C1_BUS_AUX_08;C1_BUS_AUX_09;C1_BUS_AUX_10;C1_BUS_AUX_11;C1_BUS_AUX_12;C1_BUS_FX_01;C1_BUS_FX_02;C1_BUS_FX_03;C1_BUS_FX_04;C1_BUS_FX_05;C1_BUS_FX_06;C1_BUS_MTX_01;C1_BUS_MTX_02;C1_BUS_MTX_03;C1_BUS_MTX_04,1,660,main_on=1;sub_on=0;grp_on=0000;aux_on=000000000000;fx_on=000000;mtx_sends=2;mtx_on=00;mtx_page=1;mtx_addr=4822,GainFast
C1_IN_06,1,INPUT_TDM,Ch 6 Input,1,,C1_GAIN_06,-1,-1,sport_id=0;slot_start=5;slot_count=1;sport_slots=8;signal=IN_06,
C1_GAIN_06,1,GAIN,Ch 6 Gain,1,C1_IN_06,C1_FILT_06,1,720,gain_db=0.0;mute=0;polarity=0,GainFast
C1_FILT_06,1,HPF_LPF,Ch 6 HPF+LPF,1,C1_GAIN_06,C1_EQ_06,1,724,hpf_freq=80.0;hpf_slope=18;lpf_freq=20000.0,EqSafe
C1_EQ_06,1,EQ_BIQUAD,Ch 6 EQ,1,C1_FILT_06,C1_GATE_06,1,736,bands=4;coeffs=default,EqSafe
C1_GATE_06,1,GATE,Ch 6 Gate,1,C1_EQ_06,C1_COMP_06,1,760,threshold_db=-40.0;attack_ms=1.0;hold_ms=50.0;release_ms=100.0;range_db=60.0;key=0;det_src=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_COMP_06,1,COMPRESSOR,Ch 6 Comp,1,C1_GATE_06,C1_TUBE_06,1,776,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;parallel=100;type=VCA;key=0;det_src=0;lim_mode=0;eq_pos=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_TUBE_06,1,TUBE_SAT,Ch 6 Tube,1,C1_COMP_06,C1_DLY_06,1,796,on=0;saturation=0.0,GainFast
C1_DLY_06,1,DELAY,Ch 6 Delay,1,C1_TUBE_06,C1_FDR_06,1,798,delay_ms=0.0;local_ms=20.0;max_ms=250.0;pool_slot=5,InstantCtl
C1_FDR_06,1,FADER_PAN,Ch 6 Fader,1,C1_DLY_06,C1_RTG_06,1,800,"level_db=-inf;pan=0.0;mute=0;host_cells=Dca,DcaOn;lcr_page=1;lcr_addr=4939",GainFast
C1_RTG_06,1,ROUTING,Ch 6 Route,1,C1_FDR_06,C1_BUS_MAIN_L;C1_BUS_MAIN_R;C1_BUS_SUB;C1_BUS_GRP_01;C1_BUS_GRP_02;C1_BUS_GRP_03;C1_BUS_GRP_04;C1_BUS_AUX_01;C1_BUS_AUX_02;C1_BUS_AUX_03;C1_BUS_AUX_04;C1_BUS_AUX_05;C1_BUS_AUX_06;C1_BUS_AUX_07;C1_BUS_AUX_08;C1_BUS_AUX_09;C1_BUS_AUX_10;C1_BUS_AUX_11;C1_BUS_AUX_12;C1_BUS_FX_01;C1_BUS_FX_02;C1_BUS_FX_03;C1_BUS_FX_04;C1_BUS_FX_05;C1_BUS_FX_06;C1_BUS_MTX_01;C1_BUS_MTX_02;C1_BUS_MTX_03;C1_BUS_MTX_04,1,804,main_on=1;sub_on=0;grp_on=0000;aux_on=000000000000;fx_on=000000;mtx_sends=2;mtx_on=00;mtx_page=1;mtx_addr=4826,GainFast
C1_IN_07,1,INPUT_TDM,Ch 7 Input,1,,C1_GAIN_07,-1,-1,sport_id=0;slot_start=6;slot_count=1;sport_slots=8;signal=IN_07,
C1_GAIN_07,1,GAIN,Ch 7 Gain,1,C1_IN_07,C1_FILT_07,1,864,gain_db=0.0;mute=0;polarity=0,GainFast
C1_FILT_07,1,HPF_LPF,Ch 7 HPF+LPF,1,C1_GAIN_07,C1_EQ_07,1,868,hpf_freq=80.0;hpf_slope=18;lpf_freq=20000.0,EqSafe
C1_EQ_07,1,EQ_BIQUAD,Ch 7 EQ,1,C1_FILT_07,C1_GATE_07,1,880,bands=4;coeffs=default,EqSafe
C1_GATE_07,1,GATE,Ch 7 Gate,1,C1_EQ_07,C1_COMP_07,1,904,threshold_db=-40.0;attack_ms=1.0;hold_ms=50.0;release_ms=100.0;range_db=60.0;key=0;det_src=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_COMP_07,1,COMPRESSOR,Ch 7 Comp,1,C1_GATE_07,C1_TUBE_07,1,920,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;parallel=100;type=VCA;key=0;det_src=0;lim_mode=0;eq_pos=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_TUBE_07,1,TUBE_SAT,Ch 7 Tube,1,C1_COMP_07,C1_DLY_07,1,940,on=0;saturation=0.0,GainFast
C1_DLY_07,1,DELAY,Ch 7 Delay,1,C1_TUBE_07,C1_FDR_07,1,942,delay_ms=0.0;local_ms=20.0;max_ms=250.0;pool_slot=6,InstantCtl
C1_FDR_07,1,FADER_PAN,Ch 7 Fader,1,C1_DLY_07,C1_RTG_07,1,944,"level_db=-inf;pan=0.0;mute=0;host_cells=Dca,DcaOn;lcr_page=1;lcr_addr=4940",GainFast
C1_RTG_07,1,ROUTING,Ch 7 Route,1,C1_FDR_07,C1_BUS_MAIN_L;C1_BUS_MAIN_R;C1_BUS_SUB;C1_BUS_GRP_01;C1_BUS_GRP_02;C1_BUS_GRP_03;C1_BUS_GRP_04;C1_BUS_AUX_01;C1_BUS_AUX_02;C1_BUS_AUX_03;C1_BUS_AUX_04;C1_BUS_AUX_05;C1_BUS_AUX_06;C1_BUS_AUX_07;C1_BUS_AUX_08;C1_BUS_AUX_09;C1_BUS_AUX_10;C1_BUS_AUX_11;C1_BUS_AUX_12;C1_BUS_FX_01;C1_BUS_FX_02;C1_BUS_FX_03;C1_BUS_FX_04;C1_BUS_FX_05;C1_BUS_FX_06;C1_BUS_MTX_01;C1_BUS_MTX_02;C1_BUS_MTX_03;C1_BUS_MTX_04,1,948,main_on=1;sub_on=0;grp_on=0000;aux_on=000000000000;fx_on=000000;mtx_sends=2;mtx_on=00;mtx_page=1;mtx_addr=4830,GainFast
C1_IN_08,1,INPUT_TDM,Ch 8 Input,1,,C1_GAIN_08,-1,-1,sport_id=0;slot_start=7;slot_count=1;sport_slots=8;signal=IN_08,
C1_GAIN_08,1,GAIN,Ch 8 Gain,1,C1_IN_08,C1_FILT_08,1,1008,gain_db=0.0;mute=0;polarity=0,GainFast
C1_FILT_08,1,HPF_LPF,Ch 8 HPF+LPF,1,C1_GAIN_08,C1_EQ_08,1,1012,hpf_freq=80.0;hpf_slope=18;lpf_freq=20000.0,EqSafe
C1_EQ_08,1,EQ_BIQUAD,Ch 8 EQ,1,C1_FILT_08,C1_GATE_08,1,1024,bands=4;coeffs=default,EqSafe
C1_GATE_08,1,GATE,Ch 8 Gate,1,C1_EQ_08,C1_COMP_08,1,1048,threshold_db=-40.0;attack_ms=1.0;hold_ms=50.0;release_ms=100.0;range_db=60.0;key=0;det_src=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_COMP_08,1,COMPRESSOR,Ch 8 Comp,1,C1_GATE_08,C1_TUBE_08,1,1064,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;parallel=100;type=VCA;key=0;det_src=0;lim_mode=0;eq_pos=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_TUBE_08,1,TUBE_SAT,Ch 8 Tube,1,C1_COMP_08,C1_DLY_08,1,1084,on=0;saturation=0.0,GainFast
C1_DLY_08,1,DELAY,Ch 8 Delay,1,C1_TUBE_08,C1_FDR_08,1,1086,delay_ms=0.0;local_ms=20.0;max_ms=250.0;pool_slot=7,InstantCtl
C1_FDR_08,1,FADER_PAN,Ch 8 Fader,1,C1_DLY_08,C1_RTG_08,1,1088,"level_db=-inf;pan=0.0;mute=0;host_cells=Dca,DcaOn;lcr_page=1;lcr_addr=4941",GainFast
C1_RTG_08,1,ROUTING,Ch 8 Route,1,C1_FDR_08,C1_BUS_MAIN_L;C1_BUS_MAIN_R;C1_BUS_SUB;C1_BUS_GRP_01;C1_BUS_GRP_02;C1_BUS_GRP_03;C1_BUS_GRP_04;C1_BUS_AUX_01;C1_BUS_AUX_02;C1_BUS_AUX_03;C1_BUS_AUX_04;C1_BUS_AUX_05;C1_BUS_AUX_06;C1_BUS_AUX_07;C1_BUS_AUX_08;C1_BUS_AUX_09;C1_BUS_AUX_10;C1_BUS_AUX_11;C1_BUS_AUX_12;C1_BUS_FX_01;C1_BUS_FX_02;C1_BUS_FX_03;C1_BUS_FX_04;C1_BUS_FX_05;C1_BUS_FX_06;C1_BUS_MTX_01;C1_BUS_MTX_02;C1_BUS_MTX_03;C1_BUS_MTX_04,1,1092,main_on=1;sub_on=0;grp_on=0000;aux_on=000000000000;fx_on=000000;mtx_sends=2;mtx_on=00;mtx_page=1;mtx_addr=4834,GainFast
C1_IN_09,1,INPUT_TDM,Ch 9 Input,1,,C1_GAIN_09,-1,-1,sport_id=1;slot_start=0;slot_count=1;sport_slots=8;signal=IN_09,
C1_GAIN_09,1,GAIN,Ch 9 Gain,1,C1_IN_09,C1_FILT_09,1,1152,gain_db=0.0;mute=0;polarity=0,GainFast
C1_FILT_09,1,HPF_LPF,Ch 9 HPF+LPF,1,C1_GAIN_09,C1_EQ_09,1,1156,hpf_freq=80.0;hpf_slope=18;lpf_freq=20000.0,EqSafe
C1_EQ_09,1,EQ_BIQUAD,Ch 9 EQ,1,C1_FILT_09,C1_GATE_09,1,1168,bands=4;coeffs=default,EqSafe
C1_GATE_09,1,GATE,Ch 9 Gate,1,C1_EQ_09,C1_COMP_09,1,1192,threshold_db=-40.0;attack_ms=1.0;hold_ms=50.0;release_ms=100.0;range_db=60.0;key=0;det_src=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_COMP_09,1,COMPRESSOR,Ch 9 Comp,1,C1_GATE_09,C1_TUBE_09,1,1208,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;parallel=100;type=VCA;key=0;det_src=0;lim_mode=0;eq_pos=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_TUBE_09,1,TUBE_SAT,Ch 9 Tube,1,C1_COMP_09,C1_DLY_09,1,1228,on=0;saturation=0.0,GainFast
C1_DLY_09,1,DELAY,Ch 9 Delay,1,C1_TUBE_09,C1_FDR_09,1,1230,delay_ms=0.0;local_ms=20.0;max_ms=250.0;pool_slot=-1,InstantCtl
C1_FDR_09,1,FADER_PAN,Ch 9 Fader,1,C1_DLY_09,C1_RTG_09,1,1232,"level_db=-inf;pan=0.0;mute=0;host_cells=Dca,DcaOn;lcr_page=1;lcr_addr=4942",GainFast
C1_RTG_09,1,ROUTING,Ch 9 Route,1,C1_FDR_09,C1_BUS_MAIN_L;C1_BUS_MAIN_R;C1_BUS_SUB;C1_BUS_GRP_01;C1_BUS_GRP_02;C1_BUS_GRP_03;C1_BUS_GRP_04;C1_BUS_AUX_01;C1_BUS_AUX_02;C1_BUS_AUX_03;C1_BUS_AUX_04;C1_BUS_AUX_05;C1_BUS_AUX_06;C1_BUS_AUX_07;C1_BUS_AUX_08;C1_BUS_AUX_09;C1_BUS_AUX_10;C1_BUS_AUX_11;C1_BUS_AUX_12;C1_BUS_FX_01;C1_BUS_FX_02;C1_BUS_FX_03;C1_BUS_FX_04;C1_BUS_FX_05;C1_BUS_FX_06;C1_BUS_MTX_01;C1_BUS_MTX_02;C1_BUS_MTX_03;C1_BUS_MTX_04,1,1236,main_on=1;sub_on=0;grp_on=0000;aux_on=000000000000;fx_on=000000;mtx_sends=2;mtx_on=00;mtx_page=1;mtx_addr=4838,GainFast
C1_IN_10,1,INPUT_TDM,Ch 10 Input,1,,C1_GAIN_10,-1,-1,sport_id=1;slot_start=1;slot_count=1;sport_slots=8;signal=IN_10,
C1_GAIN_10,1,GAIN,Ch 10 Gain,1,C1_IN_10,C1_FILT_10,1,1296,gain_db=0.0;mute=0;polarity=0,GainFast
C1_FILT_10,1,HPF_LPF,Ch 10 HPF+LPF,1,C1_GAIN_10,C1_EQ_10,1,1300,hpf_freq=80.0;hpf_slope=18;lpf_freq=20000.0,EqSafe
C1_EQ_10,1,EQ_BIQUAD,Ch 10 EQ,1,C1_FILT_10,C1_GATE_10,1,1312,bands=4;coeffs=default,EqSafe
C1_GATE_10,1,GATE,Ch 10 Gate,1,C1_EQ_10,C1_COMP_10,1,1336,threshold_db=-40.0;attack_ms=1.0;hold_ms=50.0;release_ms=100.0;range_db=60.0;key=0;det_src=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_COMP_10,1,COMPRESSOR,Ch 10 Comp,1,C1_GATE_10,C1_TUBE_10,1,1352,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;parallel=100;type=VCA;key=0;det_src=0;lim_mode=0;eq_pos=0;filter_on=0;filter_hpf=80.0;filter_lpf=8000.0;filter_q=1.0,DynSafe
C1_TUBE_10,1,TUBE_SAT,Ch 10 Tube,1,C1_COMP_10,C1_DLY_10,1,1372,on=0;saturation=0.0,GainFast
C1_DLY_10,1,DELAY,Ch 10 Delay,1,C1_TUBE_10,C1_FDR_10,1,1374,delay_ms=0.0;local_ms=20.0;max_ms=250.0;pool_slot=-1,InstantCtl
